,Town,Region,Country,Town Code,Website,Phone,Postal Code,Mayor,Population,Area,Altitude,LAT,LONG,URL,Inhabitants/Km2
126,Juan de Acosta,Atlántico,Colombia,08372,http://juandeacosta-atlantico.gov.co,+5758754017,81048,Abelardo Mario Padilla Blanco,14184,176.0,50,10.8336,-75.0326,https://www.municipio.com.co/municipio-juan-de-acosta.html,80.6
127,Polonuevo,Atlántico,Colombia,08558,http://polonuevo-atlantico.gov.co,+5758764520,82047,Gabriel Eduardo Amador Arcon,13518,73.0,66,10.767,-74.85,https://www.municipio.com.co/municipio-polonuevo.html,185.2
128,Manatí,Atlántico,Colombia,08436,http://manati-atlantico.gov.co,+5758719017,85027,Evaristo Olivero Sanjuanelo,13456,206.0,10,10.4547,-74.9618,https://www.municipio.com.co/municipio-manati.html,65.3
129,Santa Lucía,Atlántico,Colombia,08675,http://santalucia-atlantico.gov.co,+5758724218,84080,Osvaldo Enrique Santana González,11947,50.0,8,10.317,-74.95,https://www.municipio.com.co/municipio-santa-lucia.html,238.9
130,Candelaria,Atlántico,Colombia,08141,http://www.candelaria-atlantico.gov.co/,+5758734604,84020,Gregorio De Jesús Brito Valencia,11635,143.0,8,10.4585,-74.8806,https://www.municipio.com.co/municipio-candelaria-atl.html,81.4
131,Repelón,Atlántico,Colombia,08606,http://repelon-atlantico.gov.co,+5758709507,85048,Wilfrido García Muñoz,22196,363.0,9,10.5,-75.133,https://www.municipio.com.co/municipio-repelon.html,61.1
132,Piojó,Atlántico,Colombia,08549,http://www.piojo-atlantico.gov.co,+5758781956,81060,Wilmer Jimenez Torregrosa,4874,258.0,326,10.7487,-75.1098,https://www.municipio.com.co/municipio-piojo.html,18.9
133,Tubará,Atlántico,Colombia,08832,http://www.tubara-atlantico.gov.co,+5758737096,81020,José Del Tránsito Coll Cervantes,10602,176.0,192,10.883,-74.983,https://www.municipio.com.co/municipio-tubara.html,60.2
134,Galapa,Atlántico,Colombia,08296,http://galapa-atlantico.gov.co,+5753086231,82007,Jose Fernando Vargas Muñoz,69820,98.0,83,10.8932,-74.8792,https://www.municipio.com.co/municipio-galapa.html,712.4
135,Suán,Atlántico,Colombia,08770,http://suan-atlantico.gov.co,+5758723029,84060,Rodolfo Rafael Pacheco Pacheco ,9344,42.0,8,10.333,-74.883,https://www.municipio.com.co/municipio-suan.html,222.5
136,Usiacurí,Atlántico,Colombia,08849,http://usiacuri-atlantico.gov.co,+5758755525,82060,Natking Coll Alba,8561,103.0,139,10.75,-74.983,https://www.municipio.com.co/municipio-usiacuri.html,83.1
137,Cartagena de Indias,Bolívar,Colombia,13001000,http://www.cartagena.gov.co,+5756644229,N/A,Campo Elías Terán,895400,559.0,14,10.4,-75.5,https://www.municipio.com.co/municipio-cartagena-de-indias.html,1601.8
138,Magangué,Bolívar,Colombia,13430,http://www.magangue-bolivar.gov.co,+5756877246,132517,Carlos Emil Cabrales Isaac,121085,1102.0,19,9.25055,-74.7661,https://www.municipio.com.co/municipio-magangue.html,109.9
139,Puerto Colombia,Atlántico,Colombia,08573,http://puertocolombia-atlantico.gov.co,+5758796021,81008,Carlos Altahona Arraut,26932,73.0,21,10.983,-74.95,https://www.municipio.com.co/municipio-puerto-colombia-atl.html,368.9
140,Baranoa,Atlántico,Colombia,08078,http://www.baranoa-atlantico.gov.co,+5758789212,82028,Roberto Carlos Celedon Venegas,50261,127.0,118,10.8,-74.917,https://www.municipio.com.co/municipio-baranoa.html,395.8
141,Sabanagrande,Atlántico,Colombia,08634,http://sabanagrande-atlantico.gov.co,+578712584,83047,Gustavo De La Rosa Berdejo,24880,43.0,9,10.8,-74.75,https://www.municipio.com.co/municipio-sabanagrande.html,578.6
142,Luruaco,Atlántico,Colombia,08421,http://www.luruaco-atlantico.gov.co,+5758749047,85068,Mufith Juan Hanna,22878,247.0,31,10.617,-75.15,https://www.municipio.com.co/municipio-luruaco.html,92.6
143,Palmar de Varela,Atlántico,Colombia,08520,http://palmardevarela-atlantico.gov.co,+5758700355,83087,Galdino Orozco,23012,94.0,10,10.75,-74.75,https://www.municipio.com.co/municipio-palmar-de-varela.html,244.8
144,Santo Tomás,Atlántico,Colombia,08685,http://santotomas-atlantico.gov.co,+5758790054,83067,Tomas Guardiola,23188,67.0,8,10.75,-74.75,https://www.municipio.com.co/municipio-santo-tomas.html,346.1
145,Ponedera,Atlántico,Colombia,08560,http://ponedera-atlantico.gov.co,+5758769507,84007,Vanesa Bolivar Martinez,18430,204.0,10,10.633,-74.75,https://www.municipio.com.co/municipio-ponedera.html,90.3
146,Campo de la Cruz,Atlántico,Colombia,08137,http://campodelacruz-atlantico.gov.co,+5758797318,84040,Carlos Alberto Gutiérrez Cotes,18354,105.0,7,10.383,-74.883,https://www.municipio.com.co/municipio-campo-de-la-cruz.html,174.8
147,San Pablo,Bolívar,Colombia,13670,http://sanpablo-bolivar.gov.co,+5776236030,135047,Cristóbal Vanegas Guarín,27108,1977.0,52,7.483,-73.933,https://www.municipio.com.co/municipio-san-pablo-bol.html,13.7
148,Mahates,Bolívar,Colombia,13433,http://mahates-bolivar.gov.co,+5756396515,131047,Victor Augusto Guerra Olascoaga,22983,430.0,10,10.233,-75.183,https://www.municipio.com.co/municipio-mahates.html,53.4
149,Pinillos,Bolívar,Colombia,13549,http://www.pinillos-bolivar.gov.co,+5752877388,134007,Marcos Antonio Perez Chavez,22714,741.0,25,8.917,-74.467,https://www.municipio.com.co/municipio-pinillos.html,30.7
150,Santa Cruz de Mompox,Bolívar,Colombia,13468000,http://www.santacruzdemompos-bolivar.gov.co,+5756855739,N/A,José Orlando Rojas,41326,630.0,12,9.233,-74.417,https://www.municipio.com.co/municipio-santa-cruz-de-mompox.html,65.6
151,Villanueva,Bolívar,Colombia,13873,http://www.villanueva-bolivar.gov.co,+5756267595,130537,Candelario Alcázar Figueroa,17622,134.0,100,10.45,-75.283,https://www.municipio.com.co/municipio-villanueva-bol.html,131.5
152,San Juan Nepomuceno,Bolívar,Colombia,13657,http://sanjuandenepomuceno-bolivar.gov.co,+5756877612,132010,Roberto José Guardela Osorio,32296,637.0,156,9.95,-75.0833,https://www.municipio.com.co/municipio-san-juan-nepomuceno.html,50.7
153,Turbaco,Bolívar,Colombia,13836,http://www.turbaco-bolivar.gov.co,+5756436408,131001,Myron Martínez Ramos,63450,196.0,205,10.317,-75.433,https://www.municipio.com.co/municipio-turbaco.html,323.7
154,San Jacinto,Bolívar,Colombia,13654,http://www.sanjacinto-bolivar.gov.co,+5756868565,132037,Hernando Buelvas Leyva,21218,434.0,265,9.833,-75.133,https://www.municipio.com.co/municipio-san-jacinto.html,48.9
155,Achí,Bolívar,Colombia,13006,http://www.achi-bolivar.gov.co,+5752871153,134028,Javier Enrique Nadjar Rodriguez,19629,1025.0,25,8.56897,-74.5551,https://www.municipio.com.co/municipio-achi.html,19.2
156,Calamar,Bolívar,Colombia,13140,http://calamar-bolivar.gov.co,+5756710124,131548,Yesid Jassir Vergara,20771,246.0,10,10.25,-74.917,https://www.municipio.com.co/municipio-calamar-bol.html,84.4
157,Simití,Bolívar,Colombia,13744,http://www.simiti-bolivar.gov.co,+5755699071,135020,Jesus Alberto Ramirez Cardona,18139,1345.0,37,7.92493,-73.9703,https://www.municipio.com.co/municipio-simiti.html,13.5
158,Santa Rosa del Sur,Bolívar,Colombia,13688,http://www.santarosadelsur-bolivar.gov.co,+5755697013,135001,FABIO MENDOZA BARETO,35854,2360.0,596,7.967,-74.05,https://www.municipio.com.co/municipio-santa-rosa-del-sur.html,15.2
159,Tiquisio,Bolívar,Colombia,13810,http://www.tiquisio-bolivar.gov.co,+5752879170,134048,Fernando Carmona Perez,18714,758.0,24,8.567,-74.267,https://www.municipio.com.co/municipio-tiquisio.html,24.7
160,María La Baja,Bolívar,Colombia,13442,http://marialabaja-bolivar.gov.co,+5756261259,131060,Rubén Hernando Aguirre Gómez,45262,517.0,14,9.983,-75.3,https://www.municipio.com.co/municipio-maria-la-baja.html,87.5
161,Arjona,Bolívar,Colombia,13052,http://www.arjona-bolivar.gov.co,+5756294097,131027,Orlando José Cogollo Torres,60600,566.0,32,10.25,-75.333,https://www.municipio.com.co/municipio-arjona.html,107.1
162,El Carmen de Bolívar,Bolívar,Colombia,13244,http://elcarmen-bolivar.gov.co,+5752861424,132059,Carlos Torres Cohen,66001,900.0,154,9.717,-75.117,https://www.municipio.com.co/municipio-el-carmen-de-bolivar.html,73.3
163,Brazuelo de Papayal,Bolívar,Colombia,N/A,N/A,N/A,N/A,N/A,14980,94.0,83,8.95,-73.95,https://www.municipio.com.co/municipio-brazuelo-de-papayal.html,159.4
164,San Fernando,Bolívar,Colombia,13650,http://www.sanfernando-bolivar.gov.co,+5752858574,133008,Felipe Turizo Lobo,12632,288.0,25,9.283,-74.533,https://www.municipio.com.co/municipio-san-fernando.html,43.9
165,San Estanislao,Bolívar,Colombia,13647,http://sanestanislao-bolivar.gov.co,+5756299085,130540,Roger Suárez Almeida,15269,208.0,21,10.4,-75.15,https://www.municipio.com.co/municipio-san-estanislao.html,73.4
166,Santa Rosa,Bolívar,Colombia,13683,http://www.santarosadelnorte-bolivar.gov.co,+5786297108,130520,Rafael Gómez Caraballo,18365,151.0,37,10.433,-75.367,https://www.municipio.com.co/municipio-santa-rosa-bol.html,121.6
167,Morales,Bolívar,Colombia,13473,http://morales-bolivar.gov.co,+5755698039,134540,Neguid Eslait,13254,1306.0,25,8.27809,-73.8653,https://www.municipio.com.co/municipio-morales-bol.html,10.1
168,Santa Catalina,Bolívar,Colombia,13673,http://santacatalina-bolivar.gov.co,+5756298175,130508,Alfredo De Jesús Ruiz Fajardo,12042,139.0,34,10.6,-75.3,https://www.municipio.com.co/municipio-santa-catalina.html,86.6
169,Barranco de Loba,Bolívar,Colombia,13074,http://barrancodeloba-bolivar.gov.co,+5754290701,133517,Manuel Esteban Ramos Bayter,15186,416.0,25,8.94553,-74.1067,https://www.municipio.com.co/municipio-barranco-de-loba.html,36.5
170,Turbaná,Bolívar,Colombia,13838,http://turbana-bolivar.gov.co,+5756275020,131010,Fania Patricia Cantillo Castilla,13507,148.0,138,10.283,-75.45,https://www.municipio.com.co/municipio-turbana.html,91.3
171,Córdoba,Bolívar,Colombia,13212,http://cordoba-bolivar.gov.co,+5754859087,132508,Carlos José Villamil Becerra,12824,573.0,20,9.583,-74.833,https://www.municipio.com.co/municipio-cordoba-bol.html,22.4
172,Norosí,Bolívar,Colombia,13490,http://www.norosi-bolivar.gov.co,+5755656881,134510,Jailton Ariza Camacho ,14928,405.0,60,8.6,-74.033,https://www.municipio.com.co/municipio-norosi.html,36.9
173,San Martín de Loba,Bolívar,Colombia,13667,http://www.sanmartindeloba-bolivar.gov.co,+5754182717,133530,Adalberto Cote Nieto,14365,414.0,30,8.93663,-74.039,https://www.municipio.com.co/municipio-san-martin-de-loba.html,34.7
174,Clemencia,Bolívar,Colombia,13222,http://www.clemencia-bolivar.gov.co,+5756298198,130517,Jorge Luis Batista Herrera,11699,84.0,59,10.5668,-75.3256,https://www.municipio.com.co/municipio-clemencia.html,139.3
175,Río Viejo,Bolívar,Colombia,13600,http://rioviejo-bolivar.gov.co,+573126227330,134507,Malfren Alberto Padilla Sierra,15243,1234.0,27,8.583,-73.85,https://www.municipio.com.co/municipio-rio-viejo.html,12.4
176,Hatillo de Loba,Bolívar,Colombia,13300,http://www.hatillodeloba-bolivar.gov.co,+5754293484,133048,Jaisin Fernández Astorga,11316,196.0,26,8.96037,-74.0795,https://www.municipio.com.co/municipio-hatillo-de-loba.html,57.7
177,Montecristo,Bolívar,Colombia,13458,http://www.montecristo-bolivar.gov.co,+5752879244,134070,Beduth Salgado Macias,11212,2089.0,31,8.3,-74.467,https://www.municipio.com.co/municipio-montecristo.html,5.4
178,Cicuco,Bolívar,Colombia,13188,http://www.cicuco-bolivar.gov.co,+5756878731,132550,Alberto Viloria Fajardo,10981,132.0,19,9.267,-74.65,https://www.municipio.com.co/municipio-cicuco.html,83.2
179,Talaigua Nuevo,Bolívar,Colombia,13780,http://talaiguanuevo-bolivar.gov.co,+5752857612,132548,Fernando Matute Turizo,10973,261.0,3,9.3,-74.567,https://www.municipio.com.co/municipio-talaigua-nuevo.html,42.0
180,Margarita,Bolívar,Colombia,13440,http://www.margarita-bolivar.gov.co,+5756823101,133027,Federico Turizo Lobo,9368,263.0,13,9.15,-74.283,https://www.municipio.com.co/municipio-margarita.html,35.6
181,Zambrano,Bolívar,Colombia,13894,http://zambrano-bolivar.gov.co,+5754853059,132040,Alberto Miguel Murillo Palmera,10246,287.0,8,9.75,-74.817,https://www.municipio.com.co/municipio-zambrano.html,35.7
182,El Guamo,Bolívar,Colombia,13248,http://www.elguamo-bolivar.gov.co,+5756395412,132007,José Joaquin Miranda Barrios,7754,371.0,17,10.083,-74.917,https://www.municipio.com.co/municipio-el-guamo.html,20.9
183,Arroyohondo,Bolívar,Colombia,13062,http://www.arroyohondo-bolivar.gov.co,N/A,131560,Carlos Paternina  Orozco ,8825,162.0,30,10.25,-75.017,https://www.municipio.com.co/municipio-arroyohondo.html,54.5
184,Altos del Rosario,Bolívar,Colombia,13030,http://www.altosdelrosario-bolivar.gov.co,+5752879275,133501,Julio César Salas Baldovino,10695,304.0,17,8.8,-74.167,https://www.municipio.com.co/municipio-altos-del-rosario.html,35.2
185,Cantagallo,Bolívar,Colombia,13160,http://www.cantagallo-bolivar.gov.co/,+576019156595,135067,Dr. Henio Ricardo Sarmiento Iglesias,7839,870.0,59,7.383,-73.917,https://www.municipio.com.co/municipio-cantagallo.html,9.0
186,Soplaviento,Bolívar,Colombia,13760,http://www.soplaviento-bolivar.gov.co,+5756279280,131501,Willington Romero Zamora,8303,88.0,10,10.3865,-75.1324,https://www.municipio.com.co/municipio-soplaviento.html,94.4
187,El Peñón,Bolívar,Colombia,13268,http://www.elpenon-bolivar.gov.co,+5756291410,133557,Catalino Meza Ruidíaz,7871,327.0,29,8.983,-73.95,https://www.municipio.com.co/municipio-el-penon-bol.html,24.1
188,Arenal,Bolívar,Colombia,13042,http://arenal-bolivar.gov.co,+5755652245,134520,Jose Luis Pacheco Escriva,7364,459.0,41,8.467,-73.95,https://www.municipio.com.co/municipio-arenal.html,16.0
189,Pueblo Bello,Cesar,Colombia,20570,http://www.pueblobello-cesar.gov.co,+5755769208,201008,Danilo Duque Baron,16942,859.0,1093,10.4162,-73.5827,https://www.municipio.com.co/municipio-pueblo-bello.html,19.7
190,Pailitas,Cesar,Colombia,20517,http://www.pailitas-cesar.gov.co,+5755287712,204007,Luis Said Castro Cueto,15578,521.0,77,8.967,-73.633,https://www.municipio.com.co/municipio-pailitas.html,29.9
191,San Martín,Cesar,Colombia,20770,http://www.sanmartin-cesar.gov.co,+5755548058,205059,Elber José Guerra Medrano,16921,853.0,112,8.00144,-73.5089,https://www.municipio.com.co/municipio-san-martin-ces.html,19.8
192,Pelaya,Cesar,Colombia,20550,http://www.pelaya-cesar.gov.co,+5755290021,204040,Walfran Rinaldy Romano,15458,438.0,57,8.683,-73.667,https://www.municipio.com.co/municipio-pelaya.html,35.3
193,La Gloria,Cesar,Colombia,20383,http://www.lagloria-cesar.gov.co,+5755683090,204060,Jorge Eliecer Toro Rodríguez,14173,789.0,19,8.617,-73.8,https://www.municipio.com.co/municipio-la-gloria.html,18.0
194,Gamarra,Cesar,Colombia,20295,http://gamarra-cesar.gov.co,+5755626207,205001,Libardo Cruz Casado,14224,356.0,35,8.333,-73.75,https://www.municipio.com.co/municipio-gamarra.html,40.0
195,Valledupar,Cesar,Colombia,20001,http://valledupar-cesar.gov.co,+5755842444,200005,Mello Castro González,348990,4225.0,148,10.45,-73.25,https://www.municipio.com.co/municipio-valledupar.html,82.6
196,Becerril,Cesar,Colombia,20045,http://becerril-cesar.gov.co,+5755768007,203007,Raul Fernando Machado Luna,13584,1206.0,99,9.7,-73.283,https://www.municipio.com.co/municipio-becerril.html,11.3
197,Inírida,Guainía,Colombia,94001,http://www.inirida-guainia.gov.co,+5785656065,940017,Oscar Gerardo Delvasto Lara,15676,16165.0,95,3.867,-67.917,https://www.municipio.com.co/municipio-inirida.html,1.0
198,Barranco Minas,Guainía,Colombia,94343,N/A,N/A,944017,N/A,4202,6457.0,146,3.483,-69.8,https://www.municipio.com.co/corregimiento-departamental-barrancominas.html,0.7
199,Tamalameque,Cesar,Colombia,20787,http://tamalameque-cesar.gov.co,+5755286100,204027,Jorge Alonso Castro Jaraba,13636,512.0,25,8.8603,-73.8148,https://www.municipio.com.co/municipio-tamalameque.html,26.6
200,San Diego,Cesar,Colombia,20750,http://www.sandiego-cesar.gov.co,+5755798008,202038,Gustavo Adolfo Maldonado Estupiñan,13390,614.0,160,10.333,-73.183,https://www.municipio.com.co/municipio-san-diego.html,21.8
201,González,Cesar,Colombia,20310,http://www.gonzalez-cesar.gov.co,+5775636511,205030,Katherine Mora Rosado,8859,76.0,1369,8.4,-73.383,https://www.municipio.com.co/municipio-gonzalez.html,116.6
202,Mapiripana,Guainía,Colombia,94663,N/A,N/A,944059,N/A,2895,6457.0,202,2.617,-70.533,https://www.municipio.com.co/corregimiento-departamental-mapiripana.html,0.4
203,San Jacinto del Cauca,Bolívar,Colombia,13655,http://www.sanjacintodelcauca-bolivar.gov.co,+5754879269,134060,Pedro Manuel Medina Rojas,7204,428.0,25,8.25456,-74.721,https://www.municipio.com.co/municipio-san-jacinto-del-cauca.html,16.8
204,Río de Oro,Cesar,Colombia,20614,http://www.riodeoro-cesar.gov.co,+5775619130,205048,Elsi Stella Ruedas Zapardiel,14023,621.0,1174,8.3,-73.383,https://www.municipio.com.co/municipio-rio-de-oro.html,22.6
205,Manaure Balcón del Cesar,Cesar,Colombia,20443000,http://www.manaurebalcondelcesar-cesar.gov.co,+5755790266,N/A,Juan Carlos Araujo O.,6883,144.0,754,10.3923,-73.0276,https://www.municipio.com.co/municipio-manaure-balcon-del-cesar.html,47.8
206,Chiriguaná,Cesar,Colombia,20178,http://www.alcaldiachiriguana.gov.co,+5755760290,203040,Gustavo Enrique Aroca Dagil,21494,1015.0,15,9.367,-73.617,https://www.municipio.com.co/municipio-chiriguana.html,21.2
207,Regidor,Bolívar,Colombia,13580,http://regidor-bolivar.gov.co,+5753106203,133560,Lider Fernando Sierra Avilez,4511,180.0,27,8.667,-73.833,https://www.municipio.com.co/municipio-regidor.html,25.1
208,San Cristóbal,Bolívar,Colombia,13620,http://www.sancristobal-bolivar.gov.co,+5756284709,131527,Adalberto Castilla Tapia,6578,43.0,68,9.883,-75.25,https://www.municipio.com.co/municipio-san-cristobal-bol.html,153.0
209,El Copey,Cesar,Colombia,20238,http://elcopey-cesar.gov.co,+5754255077,201017,Francisco Meza Altamar,24368,985.0,119,10.15,-73.967,https://www.municipio.com.co/municipio-el-copey.html,24.7
210,Curumaní,Cesar,Colombia,20228,http://curumani-cesar.gov.co,+5755750195,203060,Henry Chacon Amaya,26740,914.0,45,9.2,-73.55,https://www.municipio.com.co/municipio-curumani.html,29.3
211,El Paso,Cesar,Colombia,20250,http://www.elpaso-cesar.gov.co,+5755530041,201030,Gunder Escobar,20292,864.0,23,9.65,-73.75,https://www.municipio.com.co/municipio-el-paso.html,23.5
212,Aguachica,Cesar,Colombia,20011,http://www.aguachica-cesar.gov.co,+5755650600,205018,Robinson Manosalva Saldaña,80789,917.0,179,8.317,-73.617,https://www.municipio.com.co/municipio-aguachica.html,88.1
213,Bosconia,Cesar,Colombia,20060,http://bosconia-cesar.gov.co,+5755779071,201020,Jorge Patiño Gomez,30334,578.0,70,9.967,-73.883,https://www.municipio.com.co/municipio-bosconia.html,52.5
214,Puerto Colombia,Guainía,Colombia,94884,N/A,N/A,941037,N/A,1217,6457.0,97,2.71947,-67.5684,https://www.municipio.com.co/corregimiento-departamental-puerto-colombia-gua.html,0.2
215,Cacahual,Guainía,Colombia,94886,N/A,N/A,941010,N/A,1662,6457.0,104,3.51616,-67.4128,https://www.municipio.com.co/corregimiento-departamental-cacahual.html,0.3
216,La Guadalupe,Guainía,Colombia,N/A,N/A,N/A,N/A,N/A,225,6457.0,96,1.24436,-66.8689,https://www.municipio.com.co/corregimiento-departamental-la-guadalupe.html,0.0
217,Morichal Nuevo,Guainía,Colombia,N/A,N/A,N/A,N/A,N/A,776,6457.0,178,2.23678,-69.9448,https://www.municipio.com.co/corregimiento-departamental-morichal-nuevo.html,0.1
218,San Felipe,Guainía,Colombia,94883,N/A,N/A,942017,N/A,1362,3063.0,70,1.91343,-67.0674,https://www.municipio.com.co/corregimiento-departamental-san-felipe.html,0.4
219,Bajo Baudó,Chocó,Colombia,27077,http://bajobaudo-choco.gov.co,+5746806044,275037,Dagoberto González Ibargüen,15919,3630.0,84,4.8989,-77.241,https://www.municipio.com.co/municipio-bajo-baudo.html,4.4
